x1,y1
27,16.279
26.59,17
26.464,18
26,19
26,19
25,19
24,19
23,19
22,19
21,19.118
20,19.172
19,19.196
18,19.175
17,19.176
16,19.177
15,19.177
14,19.177
13,19.176
12,19.172
11,19.148
10,19.17
9,19.069
8.9278,19
8.0903,18
8.0899,17
8.0899,16
8.0899,15
8.0903,14
8.9278,13
9,12.931
10,12.83
11,12.852
12,12.828
13,12.824
14,12.822
15,12.822
16,12.822
17,12.823
18,12.823
19,12.824
20,12.825
21,12.825
22,12.826
23,12.827
24,12.848
25,12.797
26,12.842
26.75,13
27,13.03
27.786,14
27.823,15
27.405,16
27,16.279
